book_id,work_id
1032763,3327855
10328186,15230669
1032823,1019103
10329969,15232469
1033005,295906
1033193,1019479
10332,1575652
1033206,371533
10332184,15234721
10332256,15234793
1033253,1019539
1033282,1441544
1033346,2453747
10334,1233903
1033527,1019843
10335984,15238590
10336,2118
10336162,15238770
1033662,1625130
1033674,87516
10337991,15240649
103386,465107
1033942,1020260
1033943,176963
10342,13058
10342339,12005561
1034343,1020666
1034384,1822119
1034387,2051512
1034388,3015067
10344532,15247296
10345229,12000755
10345795,15248582
1034605,1020930
10350293,15253151
10351610,15254500
1035285,1021616
10353049,15255958
10353508,15256419
10353741,15256653
10354196,1061285
1035723,3043272
10364379,15267454
10365,115
103665,99953
1036678,1023023
1036706,2767732
1036720,1023065
1036966,1023312
1036967,2680374
1037073,1023419
1037190,881853
10372,446566
10372485,15275855
10372539,15275909
10372600,15275970
10374117,1782584
10374757,15278164
1037636,1023985
1037891,1909060
103814,100098
10381403,15284946
103815,1685711
1038554,1024915
10387198,15290872
10387411,15291121
10388718,15292462
1038901,2933269
10390182,15293932
10391794,934016
1039446,1025816
1039447,1025817
1039565,1025935
10397282,10612078
10399632,15303555
10401194,15305132
10401282,15305220
1040219,2311378
104029,1239353
1040299,21992707
10403044,15307016
10403180,15327628
10406312,15310351
1040868,2111101
1041101,2363956
10411303,15315484
10414,13125
10415856,10714283
10417,2709499
10417865,15322123
1041972,2456743
10422447,15326741
10423032,15327336
10423421,15327735
1042367,1356128
10425811,14615333
10427002,15331386
1042770,1283085
10429074,15333487
104293,3035979
10429854,15334275
1043000,1029403
1043218,1029622
1043243,1029647
10433999,15338505
1043474,1029879
10437150,15341705
10437493,465107
10442428,15347096
10444,1505465
1044761,1031175
1044762,2302734
10453,1129150
10454770,15359642
10455110,15359998
10456,2682734
1045606,1032031
104569,100823
10457707,15362619
1045827,1032253
10459,41867
10460,13167
1046322,2985157
1046324,2985147
1046325,2669155
1046326,2995980
104655,100904
1046625,1033051
1046657,1033083
1046916,1033345
1046944,1033374
1047031,1033462
104711,1229585
10471552,13393596
1047498,1648666
10475205,15380521
104762,101011
104797,101038
104862,101089
1048816,1035259
1049070,1035516
1049117,1035563
10491212,15396803
1049191,1035638
104923,1639646
10493211,15398820
10503251,15409051
10507391,15413281
1050778,1037235
1050779,3018515
10508431,15414344
10508526,15414441
1051153,1922886
1051519,10375952
1051537,2765786
10516004,15422006
1052799,2686896
1052800,2686896
1052804,2686896
10530293,15436565
10531914,15438211
1053966,1040508
105436,101648
10544523,15450957
10545757,12664971
10546,776003
10547325,15453842
10547357,15453874
10548223,15454743
10549273,15455882
10550292,15456917
1055057,2548429
10551425,15458066
1055221,1041770
105548,519772
105549,2736871
105550,184795
105551,2736849
105552,2363835
105556,101748
105559,3040949
1055887,1042441
1055989,1042544
10562,49993380
105657,593955
1056642,1043201
1056664,1225592
1056771,1142982
1056971,1043530
1057263,2529400
1057274,1043836
10574666,15481699
10577324,15484404
10577341,15484422
10578304,8944721
10578841,15485940
10583281,15490503
10584797,15492048
10585139,15492391
10585755,15493064
1058582,1045155
10587177,15494514
10588165,4121
1059041,1045617
1059042,1045618
10590910,15498366
10590931,15498387
10591190,15498649
10591192,15498651
10591199,15498658
1059123,1045699
1059133,1042858
1059399,1045979
10594678,15502255
1059631,1168344
1059638,1168377
1059643,77898
10596815,15504444
10599047,15506719
10599117,15506789
10599546,15507221
105999,1174365
106023,102199
10603116,15510942
10603416,15511262
10603559,15511407
1060446,2142369
1060753,2066870
1060789,1287971
1060790,1047378
1060837,1047425
1060846,1047434
1061004,1882442
106131,433190
1061384,1047979
1061385,1047980
1061386,1047981
1061387,1047982
1061388,1047985
1061413,1048008
1061421,1785974
1061669,1048268
1061682,1048281
1061702,1048301
1061726,1048326
1061744,1050305
1061758,1048358
1061764,1048364
1062036,1048636
10620712,15529008
10622071,15530399
1062306,1048910
1062516,562143
106264,2674739
106265,17982157
10626634,15535096
10627218,15535698
106281,3007313
10629707,15538247
10630777,15539333
10632778,13072463
1063467,1050107
1063661,1050301
10637142,15545832
10637234,15545924
1063751,1050392
10637959,15546655
1063996,1050639
10639980,15548727
10640894,15549675
10641892,15550688
10645526,15554388
1064576,120988
1064621,1051264
10651721,1782584
1065302,1051945
1065303,2324758
1065468,1052112
106559,102711
10659536,15568720
1065972,1052617
1066190,999507
10661908,15571203
10662269,15571571
1066308,1052955
1066391,1053038
1066621,1053270
106666,102814
1066963,2881548
1066965,1053618
1067072,1053726
106741,102883
106758,102897
1067610,1633069
1067612,3018523
1067693,1054352
1068302,1054963
10684616,15594483
1068563,1055229
1068568,1055234
106874,2702843
10687826,15597740
10687831,15597745
1068798,2490789
10688279,15598197
1068874,267354
1069031,1055699
1069085,2984753
1069108,1390820
10692646,15602634
1069527,1056201
10695539,15605584
1069576,1917997
1069585,1056259
10697427,10874302
10700089,15610277
1070129,1056809
1070241,1056921
1070279,1056959
10706900,16510557
1071335,1058024
1071337,1058026
1071339,1058028
1071341,1058030
1071343,1540350
1071344,1058033
1071392,1058081
1071394,1058083
1071444,1058133
1071639,12127
1071893,1058585
1071898,1058589
10722695,15633377
10722915,428054
10725489,15636241
1073084,175687
10731875,15642733
1073232,1059917
107342,2041215
1073524,55548884
10736154,15647088
10738874,15593472
10739436,15650440
10741092,15652139
1074209,16458723
1074211,2854636
1074212,1849542
1074218,1060920
10743005,15654071
1074337,1061039
1074339,359311
107465,103574
1075126,1061829
10751324,15662538
10752566,15663795
10753863,15665142
10753902,15665181
10756459,1358908
10756509,15667821
10757361,7045904
1075891,1062603
1076038,2070809
1076040,2696420
10760794,15672145
1076320,1063032
1076322,1063034
1076323,1063035
1076324,1063036
107634,2164839
1076373,1063085
1076374,1063086
10764649,15676069
10765591,15677016
10765595,15677020
10766047,15677495
1077255,1063969
1077318,1064033
10774284,15686043
10774305,15686064
10775707,13724405
1077582,1064298
1077583,405830
1077591,1064307
1077704,1064420
1077808,889075
10780407,15692322
1078359,1065077
10784643,15696791
10785526,15697687
10788968,15701208
10788983,15701223
1078962,1478180
1078965,1065688
1078966,3064433
1078967,3000419
107922,104008
107932,2322551
1079345,3252320
1079427,1667616
107956,244691
1079587,1366740
1079652,3215136
10796743,15709397
10797921,15710612
10797924,17192222
10798912,15711626
1080004,3092892
10800859,15714147
1080103,1066835
10801929,15715258
10803061,15716423
10803786,15717169
10803806,15717191
108039,40214816
108044,304417
108049,43821337
10805001,3186437
10806008,15719446
10809768,15723314
1081122,1067859
1081239,2549767
10812829,15726426
1081290,1068028
10813388,6752556
10813529,15727144
10814630,15728274
1081530,1068273
1081699,1068442
1081707,1068451
1081710,2555602
10818982,15732692
10819950,15733664
1082086,2041392
10822,2090022
10822023,15735766
1082369,3183592
10824043,15737827
10824117,15737909
10824120,15737912
10824121,15737913
10824122,15737914
10824174,26331449
10824510,15738317
1082536,105046
10825729,15739590
1083012,1069773
108302,104362
1083084,1069843
10830941,15744945
1083290,1070055
10835083,15749191
10839025,15753250
108391,104451
10839304,15753550
108396,104456
10841844,15756187
108423,104483
10842675,15757037
1084274,1071043
1084275,1071044
1084276,1071045
1084277,1071046
1084278,1071047
10843249,802336
10844367,15758809
10845576,15760044
10845873,15760350
10845916,15760394
10845936,15760414
1085094,3267143
10852202,15766953
10853326,15768110
108538,104594
10854050,15768847
1085803,1072575
1085842,1072614
10862987,38559387
1086428,1073202
10864986,324508
10865012,15780182
108684,104735
10872535,15787835
1087361,2398518
1087364,1383911
1087686,2228667
10878462,15793959
1088284,1215606
108834,432328
10884708,15800400
10886035,15801731
10886037,15801733
1088623,1353418
1088635,1485838
1088664,2681796
10886642,15802348
10886703,15802416
108899,104950
108901,104952
1089020,1075813
1089021,1075814
108917,46828391
1089257,1076051
1089266,1076060
10893214,15809029
10894115,15809949
108943,838753
10897040,15812946
10897048,15812954
108979,1273068
108980,1283489
108981,105029
108982,105030
108988,105035
1089956,1076750
108999,105046
10900079,3464264
109008,44775
109019,1015554
109022,105068
10903928,15820035
109059,1015554
109073,2615068
109077,1015554
109082,824600
10908459,13073340
109089,2765786
1090920,2065847
1091035,1077835
109124,1784447
109137,2379261
10914148,15830422
1091586,1078389
1091589,1078392
1091592,1078395
1091601,1078404
10916317,15832670
1091684,1078487
1091835,160962
10923383,15840282
10925109,15842057
10925246,15842196
10926630,15843591
1092904,1231594
10929985,15847072
10931946,4639714
10939925,15857178
109411,105439
109414,105442
109415,105443
109416,105444
109418,105446
109419,105447
109420,105448
1094438,1081257
10947896,15865330
1094832,1081653
1094833,1081654
109484,1069597
10950055,15436565
109505,105529
10951002,1358908
109521,1255685
109522,105544
109545,2316127
109548,1064298
1095518,1082349
10955187,15872830
109565,105587
109567,105589
1095697,1082532
10957090,15874763
1095770,1082605
10959,4432325
1096163,1083001
10963,2458278
10967391,15885369
109692,105714
10969431,15887455
1097507,2884161
10975288,15893425
10975336,15893477
10975506,15893654
1097582,1084436
1097802,1084656
109796,105818
10980153,2904909
1098226,1085080
10982687,15901064
10982914,15901295
1098334,1085192
1098714,1358908
109881,105901
109882,105902
1098882,680304
109902,105920
1099023,2402163
109905,105923
1099097,1059246
1099301,1086172
1099466,2919094
109949,105966
1099663,1086539
1099664,1086540
1099767,3144982
1099771,1086647
10998131,15916846
109993,106010
1099973,86934
1099989,1086867
1100042,933973
1100044,1086921
1100072,2035015
11001308,15920104
11001793,15920606
11010729,15929751
1101216,1088100
1101217,1088101
1101218,1088102
1101225,1295550
1101226,1088112
1101274,1088158
11012811,15931876
11012854,15931922
11012920,15931990
11020001,15939342
1102025,823851
11021232,15940607
1102181,1089087
1102336,1089248
1102339,1089251
1102343,3124857
1102671,1089585
1102707,2810940
11030772,3186437
1103099,1090020
1103100,1020189
1103109,1090030
1103118,3018522
1103125,1090046
1103131,1090052
11034258,15954274
11034325,15954343
11035720,14851684
1104029,1090955
11042036,15962611
11042638,15963224
11043402,15964007
11043410,15964016
1104434,1091360
1104512,2332141
11045882,15966615
11046322,15967069
1104772,888312
1104852,1091786
11049394,15970368
1105004,1737708
11051230,15972285
11051239,15972294
11051243,15972298
11053767,15974914
1105380,231754
1105406,2615068
110545,106530
11055256,15976427
110556,106541
110561,106546
11058841,15980075
110598,106583
110599,1933061
110600,106585
110604,1505256
110611,106596
1106219,1093158
1106355,725650
1106375,1093314
1106532,1319418
1106576,1831262
11066857,1738595
1106769,1093708
110744,46022931
11074769,15996242
11076,2615068
11080564,16002184
1108130,1519376
11082250,16003895
11084266,16005961
11085292,16006994
11085473,16007184
11087750,6582437
1108899,1095853
1109237,2307815
11093132,46022931
1109512,1096469
110952,106878
110953,2015597
110955,106881
110956,106882
110957,106883
110959,1891891
110960,2015596
110961,106887
110962,2901503
110963,106889
110964,106890
110965,106891
110966,106892
11096614,16018596
110967,106893
1109672,1096634
110970,1513397
11097467,16019473
110978,106903
11097839,16019858
110979,106904
110980,106905
1109828,3009946
1109829,1096793
1109831,1733268
110985,106910
1109922,1096886
1109939,1096903
11099455,16021518
111000,106923
111001,106924
111002,106925
1110034,1096998
111004,106927
11100864,16022974
1110092,3053136
1110093,886283
1110209,1097175
111027,106948
11103106,16025255
11104413,16026573
11104417,16026577
11104480,16026645
1110791,1152585
1110801,1931561
1110855,1097824
1110905,2682098
1110908,2029501
1110910,2047585
1111036,1098006
1111065,357143
1111074,235637
1111075,353414
1111741,857108
1111748,1098723
1111756,1098732
1111762,2884160
11119532,16042227
11119535,16042230
11119771,16042480
1111978,2636239
1111982,616534
1111988,3338303
1112570,1099548
1112622,1099602
1112665,1099646
1112733,1099715
11134889,16058169
11136194,16059493
1113749,896682
1113753,1100745
1113916,1788127
1113919,1100915
1113921,2454359
1113923,2694257
1113991,1100987
1114016,1215362
111402,114873
111403,260716
111406,107300
1114157,1101154
1114158,3123143
11142754,16066306
111429,2543234
11143753,359486
11145688,362258
1114725,324576
11148223,16071885
11148687,16072359
11151037,16074756
1115866,2174984
11162467,16086477
11162563,16086576
11162583,16086596
1116302,1103316
11165308,2905864
1116544,1103558
1116552,1103566
1116594,166140
1116733,601700
1116771,1103788
11168527,16092700
1117339,1104363
1117362,2363835
111750,1726847
11175319,16099688
1117792,1069597
1118210,114868
11184941,16109617
1118561,1105593
11187090,1855987
1119074,1106141
1119075,69993
11192642,16117490
11193574,16118439
11198069,16123065
11198439,16123440
1119893,1106963
11201063,16022112
1120203,2379261
11205257,4639714
1120834,518536
1120838,202892
1120839,1107918
1120845,353337
11211540,16136950
11212375,16137799
1121393,593955
1121503,824600
11216446,16142007
1121740,1108823
1121913,1108995
11219282,16144927
112212,2900050
11221592,16147295
11223180,16148960
11223312,16149093
1122388,1109471
1122854,2429128
11231465,16157474
11231621,16157636
11233415,16159482
11233447,16159515
11233894,16159972
11233969,16160048
11233973,16160052
11233975,16160054
11233988,16160067
11234002,16160081
11234003,16160082
1123520,183133
1123535,1110626
1123542,1110634
1123543,1110635
1123640,1110734
1124123,1111223
11244247,16170573
11244252,16170578
1124458,195419
11248922,16175334
11248976,16175390
1124898,2375385
11249008,16175422
11249015,16175430
1124947,1112048
112502,47200082
11252681,16179238
1125366,16052698
1125388,290635
1125413,1112491
11254250,16180881
11254600,16181246
1125545,1061285
1125714,2369031
1125770,1112891
1126014,1113173
11261007,16187808
1126503,1113667
1126516,1113680
1126549,1113713
1126554,1113718
11265560,16192421
1126629,1113793
1126630,1113794
1126701,1113865
1126942,1114106
1126944,17615773
1126945,1114109
1127002,1114166
11270455,16197440
1127086,1217626
11273649,16200674
1127491,1114665
1127492,1114666
11275894,16202989
11275974,16203070
11275991,16203088
11276041,16203138
11276048,24734187
11276075,16203172
11276093,16203190
11276117,16203215
11276119,16203217
1127828,1835542
1127966,1115137
11280454,16207643
1128164,1114147
1128180,2375385
11282188,16209413
11282222,16209447
11282427,16209660
11285350,16212670
1128579,1115758
11286103,16213449
11287129,16214498
112878,108686
1128835,1249788
1128849,1116029
1128944,2796992
1128945,1116160
1128955,2863368
1128978,1116158
11290587,16218014
11290596,16218023
11290606,16218034
11290616,16218044
112908,108711
1129194,1116373
1129224,1116404
1129282,1116462
1129297,783739
1129300,1116480
1129309,3810764
1129310,1116490
1129315,2437545
1129316,5138657
1129318,714668
1129446,1350814
1129584,1116768
1129593,458242
1129721,184768
1129803,1116987
1129924,3186437
11301,13809
11301518,2180439
1130216,1117406
1130496,3181736
1130497,1117689
1130505,1421542
11305067,16232869
11310,1530651
11311,843796
11312,742
11315249,16243230
11320947,16249060
1132191,1119403
11325654,16253912
1132597,1950759
1132614,1842853
11329288,16257682
1133082,1120296
11331530,16002184
1133446,1120661
1133587,1120802
11337900,16266526
11337911,16266537
11337924,16266550
11338010,16266636
1133815,3059018
11340016,16268885
11343631,16272856
11344755,16273988
11345309,16117490
11345768,16275042
11345770,16275044
11346119,16275395
1134977,1366740
1135013,2933942
11351338,41122536
1135281,1913367
1135875,1123111
1135919,1123156
11359746,16289802
11360892,16290970
11363932,16294717
1137067,44588
1137392,177766
11376615,16307706
11377349,16308445
11377373,16308469
11378463,16309800
11380885,16312383
11380886,16312384
11380888,16312386
11382868,46022931
11384872,16316562
11384920,16316610
11387515,16319487
11387519,16319491
1138882,2703107
1139113,1126381
113946,267076
11394850,25126365
11395099,16327434
1139607,1126885
11397479,16329894
11398520,16330961
11401258,16333752
1140263,2377673
1140313,1738595
11403913,16336640
1140416,1127707
11407965,16340745
1140802,2419603
1140838,1128137
1140855,1035182
1141125,1128450
11411340,16344169
1141139,2791027
1141176,1128501
1141198,1842311
11416722,16349688
11416801,16349767
1142103,1129442
11423979,16357237
1142632,1130057
1142649,1130074
1142653,1130078
11426907,16360212
114282,1874292
1142856,1130281
11428984,2964544
114291,110052
114292,110053
114293,460950
114295,110056
1142998,1130439
1142999,1130440
1143050,1130493
1143063,1130504
114308,2857646
114317,110075
114318,110076
114321,110079
114327,2703162
114328,110086
114329,110087
114331,1654438
114332,701285
114345,2852640
11435741,16369344
1143690,1131133
1143691,1131134
11438297,16371952
11438301,16371956
11438669,16372344
11439031,55548884
1144015,1131459
11444709,16378482
11448145,16381987
11449470,16383370
11449531,16383432
11449551,16383452
11450088,16384011
11451417,16385378
1145214,1132661
1145610,1133057
1145614,1133061
1145652,1133099
1145653,1133100
11458111,16392194
1145862,159813
1146002,1133451
11460347,16394470
1146733,1134187
1146734,1134188
11467803,16402054
11468738,16403005
114700,110443
114701,299695
114702,110445
114704,110447
1147154,3350711
11472113,724467
11474551,16117490
11474838,15256653
1147633,1135093
11476828,16411562
11476861,16411652
11477054,16411940
11477076,16411965
11477109,16412002
1147724,2021328
1147725,1135186
11477671,16412592
11477699,16412620
1147786,1135248
1147790,2629511
11480310,16415279
1148052,2799480
1148053,1135515
1148113,2225503
1148185,3233954
1148683,1783322
1149019,1136484
11490615,16425904
1149144,3233726
1149226,1136694
11492265,16427692
11492727,16267022
11492884,15686647
114971,110712
114998,2270995
115005,110744
1150058,1137531
115024,110763
11503240,16438910
11507059,16442846
11507127,16442918
1150750,1138229
11508299,16352969
11508526,16444379
1151331,921500
1151567,1139050
1151568,6990
11515811,16452234
1152231,47200163
11522462,16459663
1152247,1139731
1152265,2410270
11523324,16460617
1152397,1139926
11525770,16463368
11526654,16464313
11526986,16464668
11529030,16144527
11532257,16470537
11532312,16470593
11532859,16471199
11532901,16471242
11533442,16471794
11533534,16471899
1153362,1734349
11533726,16117490
1153709,1141200
1153711,1761446
1153713,1761451
1153714,2260115
1153715,1141206
1153716,267197
1153719,1141210
1153814,1141307
1153835,1749203
11538645,16477646
11539476,16478637
11540816,16480161
1154134,243132
1154167,2543234
1154350,1903443
1154512,1142012
11545577,16485306
11546896,4121
1154733,2379261
1155071,1113795
1155180,1142683
11556479,16496634
11557260,16497481
1156846,1144427
1156976,1144557
1156981,1144562
11569941,16510690
11571238,16512076
1157242,1144823
11574935,16515948
1157539,1145120
115766,111490
1157711,1145293
1157924,1145509
1158013,13360622
1158114,1145713
1158128,1145727
1158158,1145757
1158159,1145758
1158184,1145783
1158328,2295209
1158504,1284559
1158510,1146112
1158730,1146333
11590099,16531793
1159302,15727535
11594337,16536239
1159469,1295245
1159579,1147184
11595919,16537863
115993,111715
1159982,3249590
116004,142009
1160416,1148028
11607446,16550024
11607961,17303804
11609484,16552201
1161325,1148942
1161502,1149121
1161535,1149154
1161994,1149616
116202,111909
1162182,1149805
11622125,16565276
1162699,781159
1162715,1150365
1162741,360130
1162941,1150592
11630978,16574547
1163099,1880786
116349,112045
1164284,960
116439,2624
116475,1360776
116494,827585
11651227,16595590
1165507,1153186
1165508,3042570
1165509,3160950
1165665,1153348
1165759,1153444
116591,41901934
116592,1993810
116594,1993810
116597,173513
1166,24176922
1166045,1153731
1166049,1153735
11663926,16609017
116654,112332
116657,2496056
116661,2816078
1167,865981
11671686,16617163
116722,3194905
1167695,1155402
1167735,1155442
1167832,1015554
11678961,16624977
1168368,2481646
1168383,2753668
1168387,1156097
11684505,16630804
1168534,2779602
1168659,1156376
11688640,16635181
11689243,16635831
1169081,701476
1169535,1157276
11696812,13300093
11697763,16644827
1170281,1158031
11703043,1872003
1170613,3100024
1170736,1295256
11708196,16655698
11708356,16402352
11709649,16657230
1171345,1159097
117140,112804
117170,112834
117173,112837
117174,112838
117177,112841
117178,112842
1171814,301473
11722227,1013424
11722716,16671053
11723690,16672069
117252,2534733
11726932,16675424
11727016,16675513
117278,112940
1172861,1160623
1172958,1964589
1172997,1160759
1172998,1530453
11731531,16680281
11734963,16683968
11735733,16684845
11735875,47751664
11737012,16686195
11737013,16686196
11737016,16686199
11737017,16686200
11737019,16686202
11737020,16686203
11737022,16686205
11737282,16686468
11737285,16686471
11737287,16686473
11737288,16686474
11737298,16686484
11737303,16686488
11737304,16686490
11737305,16686491
11737306,16686492
11737307,16686493
11737313,16686499
11737314,16686500
11737315,16686501
11737316,51998585
11737322,16686508
11737323,16686509
11737324,16686510
1173751,1161517
11739018,16688269
1173906,1161672
1174077,1161843
1174169,1161942
1174248,1162014
1174294,2515760
1174443,1505300
1174641,1162407
11748773,16698560
1175092,1162863
1175115,1162886
1175120,1163064
1175192,1162963
1175193,1162964
1175194,1162965
1175196,1162967
1175197,1162968
1175210,15433997
1175211,1162982
1175212,1162983
1175213,15349430
1175214,1162985
1175217,1162988
1175225,1163063
1175226,1162997
1175227,1162998
1175228,1162999
1175229,1163000
1175230,1163001
1175231,1163002
1175236,1163007
1175240,1163016
1175242,6712548
1175243,1163014
1175247,1163018
1175249,1163020
1175257,1163028
1175267,1163038
1175268,1163039
1175272,1163129
1175276,1162860
1175277,1162890
1175278,1163119
11757826,17958988
1175829,675614
117645,1224294
11765808,16716867
11768201,16719377
11768204,16719380
1176846,1164636
1176847,1164637
1177266,3033834
1177269,3033835
11775178,16213420
1177576,1165386
11777849,16729490
11777864,14844725
11788115,16740323
11790025,15225066
11790676,16742994
11791539,16743888
117930,2976
11793259,16745713
117938,52838108
11795053,16747616
1179637,1167454
1179639,1167456
1179641,1167458
11796628,16749325
1179745,1167562
117997,113589
1180070,120980
118019,4432325
1180535,1168420
1180574,1168459
1180704,1168590
118077,515786
118079,113661
118080,113662
1180910,2405732
1181002,1168889
11816538,16770541
118178,113746
11819205,16773529
11819239,16773567
11822984,16777438
118230,2060302
11824,14213
1182507,1170430
1182578,3234599
1182799,24164127
11828,14213
1182804,24337761
1182805,24164156
11832717,123777
11832862,16787837
1183594,3050704
1183743,1171678
11841684,16797088
1184366,1172316
1184613,1172563
11846579,16802235
11850834,16806759
11851859,2524660
1185283,1173242
11853283,16809399
1185784,1173749
11863768,16820642
1186383,1174362
1186386,1174365
11864146,16821052
11867401,421397
11867718,16824870
1186857,1174843
11868577,16825790
1187040,1536716
1187597,570892
1188025,2227691
1188035,2227757
11888024,16846848
11889552,18477888
1189074,847402
11891485,16850550
11892327,16851403
1189885,891152
1189915,2269930
1190131,1178159
11903,1247072
11904255,16863430
1190705,2146123
1190782,1178812
119095,3036025
119136,114698
119146,1959675
1191504,1056146
1191777,1179816
1192121,1180162
1192122,3012750
1192123,1180164
1192163,1180204
11923030,14615333
119247,1933284
119248,3386785
119250,114812
119251,114813
119253,343811
1192608,1180658
1192611,139105
1192774,2677305
1192783,19164835
1192949,1180999
119297,114867
1193036,1181086
1193309,1181612
1193324,1181372
1193362,1181397
1193425,1181396
11935255,16896117
11938763,15267454
1194087,1182141
1194302,448935
1194303,120907
1194304,851131
1194310,121027
1194325,3138654
1194327,120946
1194329,1182383
1194335,2687577
1194345,299495
1194347,120910
1194356,120948
1194497,1182551
1194503,1182557
1194550,3116004
11946938,39902273
1194847,497745
1194914,1182971
1194915,1023232
1194924,8422988
119502,1359732
1195085,2765786
1195087,2765786
1195367,1299695
119539,30279940
1195394,1183458
1195768,783733
1195791,1183857
1196021,1906331
1196024,2707764
1196570,1184655
1196624,1184709
1197224,3355199
1197360,1185455
1197361,1185456
11974615,10874302
1197646,2988563
11976749,16939934
